Date,Close
,AAPL
2000-01-03,0.8421506881713867
2000-01-04,0.7711488604545593
2000-01-05,0.7824333310127258
2000-01-06,0.714722752571106
2000-01-07,0.7485783100128174
2000-01-10,0.73541259765625
2000-01-11,0.6977952718734741
2000-01-12,0.6559464335441589
2000-01-13,0.7278884649276733
2000-01-14,0.755631148815155
2000-01-18,0.7819629907608032
2000-01-19,0.8017123341560364
2000-01-20,0.8539062142372131
2000-01-21,0.8374489545822144
2000-01-24,0.7993615865707397
2000-01-25,0.8445011973381042
2000-01-26,0.8289846181869507
2000-01-27,0.8275740742683411
2000-01-28,0.7645653486251831
2000-01-31,0.7805523872375488
2000-02-01,0.7542204856872559
2000-02-02,0.7434054613113403
2000-02-03,0.7772610783576965
2000-02-04,0.8125278353691101
2000-02-07,0.8581374287605286
2000-02-08,0.8642510771751404
2000-02-09,0.8473227024078369
2000-02-10,0.8539062142372131
2000-02-11,0.8181695342063904
2000-02-14,0.8713034987449646
2000-02-15,0.8952848315238953
2000-02-16,0.8586077690124512
2000-02-17,0.8642510771751404
2000-02-18,0.8369787931442261
2000-02-22,0.856256902217865
2000-02-23,0.8745948672294617
2000-02-24,0.8667190670967102
2000-02-25,0.8303952217102051
2000-02-28,0.8520253896713257
2000-02-29,0.8623701930046082
2000-03-01,0.980392336845398
2000-03-02,0.9178552031517029
2000-03-03,0.962995171546936
2000-03-06,0.9455975890159607
2000-03-07,0.9244375824928284
2000-03-08,0.9178552031517029
2000-03-09,0.9197357296943665
2000-03-10,0.9460676312446594
2000-03-13,0.9126823544502258
2000-03-14,0.8595479130744934
2000-03-15,0.8745948672294617
2000-03-16,0.9145628213882446
2000-03-17,0.9404245615005493
2000-03-20,0.9253779649734497
2000-03-21,1.015188455581665
2000-03-22,1.0847796201705933
2000-03-23,1.0631502866744995
2000-03-24,1.0434015989303589
2000-03-27,1.049984335899353
2000-03-28,1.0466934442520142
2000-03-29,1.022712230682373
2000-03-30,0.9460676312446594
2000-03-31,1.021772027015686
2000-04-03,1.0029629468917847
2000-04-04,0.9578230977058411
2000-04-05,0.9808634519577026
2000-04-06,0.9418362975120544
2000-04-07,0.9912077784538269
2000-04-10,0.9404245615005493
2000-04-11,0.8985758423805237
2000-04-12,0.8219309449195862
